,Video,t1Act1,t1Act2,t1ActAvg,t1Sent1,t1Sent2,t1SentAvg,t2Act1,t2Act2,t2ActAvg,t2Sent1,t2Sent2,t2SentAvg,t3Act1,t3Act2,t3ActAvg,t3Sent1,t3Sent2,t3SentAvg,Unnamed: 0,v1Act1,v1Act2,v1ActAvg,v1Sent1,v1Sent2,v1SentAvg,v2Act1,v2Act2,v2ActAvg,v2Sent1,v2Sent2,v2SentAvg,v3Act1,v3Act2,v3ActAvg,v3Sent1,v3Sent2,v3SentAvg
98,2017 10 30 8,8,6,7.0,0,2,1.0,7.0,6,6.5,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0,2017 10 30 8,5.0,,5.0,3.0,,3.0,7.0,6.0,6.5,2.0,2.0,2.0,5.0,,5.0,4.0,,4.0
99,2017 10 30 9,4,6,5.0,7,8,7.5,5.0,4,4.5,10.0,7,8.5,6.0,4.0,5.0,6.0,6.0,6.0,2017 10 30 9,7.0,6.0,6.5,3.0,3.0,3.0,6.0,,6.0,5.0,,5.0,,,,,,
100,2017 10 25 0,7,8,7.5,1,2,1.5,9.0,6,7.5,1.0,2,1.5,7.0,6.0,6.5,3.0,3.0,3.0,2017 10 25 0,6.0,,6.0,2.0,,2.0,7.0,7.0,7.0,2.0,1.0,1.5,6.0,7.0,6.5,3.0,3.0,3.0
101,2017 10 25 1,9,8,8.5,0,0,0.0,8.0,7,7.5,0.0,2,1.0,8.0,7.0,7.5,2.0,3.0,2.5,2017 10 25 1,8.0,,8.0,2.0,,2.0,8.0,9.0,8.5,1.0,1.0,1.0,,,,,,
102,2017 10 25 2,7,7,7.0,2,2,2.0,8.0,8,8.0,3.0,3,3.0,8.0,7.0,7.5,3.0,2.0,2.5,2017 10 25 2,6.0,7.0,6.5,3.0,3.0,3.0,7.0,,7.0,4.0,,4.0,7.0,8.0,7.5,4.0,3.0,3.5
103,2017 10 25 3,7,7,7.0,0,2,1.0,8.0,5,6.5,1.0,3,2.0,7.0,7.0,7.0,2.0,3.0,2.5,2017 10 25 3,8.0,7.0,7.5,2.0,3.0,2.5,8.0,,8.0,3.0,,3.0,8.0,7.0,7.5,2.0,2.0,2.0
104,2017 10 25 4,6,7,6.5,6,7,6.5,5.0,4,4.5,5.0,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2017 10 25 4,6.0,5.0,5.5,4.0,5.0,4.5,6.0,6.0,6.0,6.0,7.0,6.5,,,,,,
105,2017 10 25 5,6,7,6.5,4,4,4.0,5.0,5,5.0,5.0,4,4.5,7.0,5.0,6.0,3.0,4.0,3.5,2017 10 25 5,6.0,,6.0,3.0,,3.0,7.0,7.0,7.0,4.0,4.0,4.0,,,,,,
106,2017 10 25 6,6,7,6.5,8,9,8.5,6.0,5,5.5,10.0,8,9.0,6.0,7.0,6.5,7.0,7.0,7.0,2017 10 25 6,6.0,6.0,6.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.5,3.0,5.0,4.0
107,2017 10 25 7,7,6,6.5,0,2,1.0,9.0,8,8.5,0.0,2,1.0,7.0,7.0,7.0,2.0,3.0,2.5,2017 10 25 7,6.0,6.0,6.0,1.0,2.0,1.5,6.0,5.0,5.5,2.0,1.0,1.5,4.0,,4.0,3.0,,3.0
108,2017 10 25 8,6,7,6.5,8,7,7.5,5.0,5,5.0,8.0,6,7.0,,4.0,,,6.0,,2017 10 25 8,6.0,6.0,6.0,6.0,7.0,6.5,7.0,7.0,7.0,5.0,6.0,5.5,5.0,6.0,5.5,6.0,5.0,5.5
109,2017 10 25 9,6,6,6.0,7,6,6.5,6.0,5,5.5,3.0,6,4.5,5.0,5.0,5.0,7.0,5.0,6.0,2017 10 25 9,,,,,,,7.0,7.0,7.0,5.0,5.0,5.0,,,,,,
110,2017 10 20 0,6,7,6.5,6,7,6.5,10.0,5,7.5,7.0,6,6.5,6.0,7.0,6.5,6.0,7.0,6.5,2017 10 20 0,5.0,6.0,5.5,4.0,5.0,4.5,6.0,,6.0,5.0,,5.0,,,,,,
111,2017 10 20 1,7,7,7.0,0,2,1.0,9.0,8,8.5,0.0,1,0.5,8.0,7.0,7.5,2.0,3.0,2.5,2017 10 20 1,6.0,6.0,6.0,3.0,3.0,3.0,7.0,6.0,6.5,3.0,2.0,2.5,6.0,6.0,6.0,3.0,4.0,3.5
112,2017 10 20 2,7,7,7.0,7,7,7.0,5.0,5,5.0,6.0,6,6.0,6.0,5.0,5.5,6.0,6.0,6.0,2017 10 20 2,6.0,6.0,6.0,4.0,5.0,4.5,6.0,,6.0,5.0,,5.0,6.0,,6.0,8.0,,8.0
113,2017 10 20 3,5,7,6.0,3,3,3.0,7.0,6,6.5,3.0,4,3.5,7.0,5.0,6.0,3.0,3.0,3.0,2017 10 20 3,6.0,6.0,6.0,4.0,4.0,4.0,6.0,,6.0,4.0,,4.0,5.0,,5.0,5.0,,5.0
114,2017 10 20 4,6,6,6.0,8,7,7.5,5.0,5,5.0,5.0,5,5.0,3.0,5.0,4.0,6.0,6.0,6.0,2017 10 20 4,7.0,6.0,6.5,4.0,5.0,4.5,6.0,7.0,6.5,6.0,7.0,6.5,5.0,,5.0,5.0,,5.0
115,2017 10 20 5,6,6,6.0,6,6,6.0,5.0,5,5.0,6.0,5,5.5,5.0,5.0,5.0,6.0,6.0,6.0,2017 10 20 5,5.0,5.0,5.0,6.0,8.0,7.0,5.0,6.0,5.5,7.0,7.0,7.0,5.0,,5.0,5.0,,5.0
116,2017 10 20 6,6,6,6.0,7,8,7.5,6.0,5,5.5,9.0,8,8.5,3.0,4.0,3.5,6.0,6.0,6.0,2017 10 20 6,3.0,6.0,4.5,8.0,5.0,6.5,6.0,,6.0,7.0,,7.0,,,,,,
117,2017 10 20 7,6,6,6.0,6,7,6.5,5.0,2,3.5,7.0,6,6.5,5.0,5.0,5.0,6.0,6.0,6.0,2017 10 20 7,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,,,,,,
118,2017 10 20 8,6,7,6.5,4,7,5.5,7.0,6,6.5,5.0,5,5.0,6.0,5.0,5.5,5.0,6.0,5.5,2017 10 20 8,6.0,,6.0,4.0,,4.0,6.0,,6.0,6.0,,6.0,,,,,,
119,2017 10 20 9,6,6,6.0,7,7,7.0,5.0,3,4.0,8.0,7,7.5,5.0,5.0,5.0,7.0,6.0,6.5,2017 10 20 9,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,
120,2017 10 17 0,7,7,7.0,2,2,2.0,6.0,6,6.0,1.0,3,2.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 10 17 0,5.0,,5.0,3.0,,3.0,6.0,5.0,5.5,3.0,3.0,3.0,5.0,5.0,5.0,2.0,5.0,3.5
121,2017 10 17 1,5,5,5.0,6,6,6.0,5.0,5,5.0,5.0,6,5.5,3.0,4.0,3.5,5.0,5.0,5.0,2017 10 17 1,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.5,6.0,6.0,6.0,,,,,,
122,2017 10 17 2,7,8,7.5,2,2,2.0,8.0,7,7.5,1.0,3,2.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 10 17 2,6.0,,6.0,3.0,,3.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,,7.0,3.0,,3.0
123,2017 10 17 3,7,7,7.0,4,6,5.0,7.0,5,6.0,8.0,7,7.5,6.0,6.0,6.0,4.0,4.0,4.0,2017 10 17 3,7.0,7.0,7.0,2.0,3.0,2.5,7.0,7.0,7.0,3.0,5.0,4.0,7.0,8.0,7.5,4.0,4.0,4.0
124,2017 10 17 4,7,6,6.5,7,7,7.0,7.0,5,6.0,8.0,7,7.5,6.0,5.0,5.5,6.0,7.0,6.5,2017 10 17 4,,,,,,,7.0,8.0,7.5,7.0,6.0,6.5,7.0,,7.0,6.0,,6.0
125,2017 10 17 5,6,7,6.5,3,3,3.0,6.0,6,6.0,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0,2017 10 17 5,6.0,,6.0,2.0,,2.0,7.0,,7.0,2.0,,2.0,,,,,,
126,2017 10 17 6,7,7,7.0,2,2,2.0,7.0,8,7.5,3.0,2,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 10 17 6,7.0,7.0,7.0,2.0,3.0,2.5,8.0,,8.0,2.0,,2.0,7.0,7.0,7.0,3.0,1.0,2.0
127,2017 10 17 7,6,6,6.0,4,4,4.0,6.0,5,5.5,3.0,4,3.5,4.0,6.0,5.0,4.0,4.0,4.0,2017 10 17 7,7.0,6.0,6.5,3.0,4.0,3.5,6.0,6.0,6.0,4.0,4.0,4.0,8.0,7.0,7.5,4.0,5.0,4.5
128,2017 10 17 8,6,6,6.0,8,7,7.5,3.0,3,3.0,7.0,6,6.5,6.0,5.0,5.5,5.0,6.0,5.5,2017 10 17 8,5.0,5.0,5.0,6.0,9.0,7.5,5.0,,5.0,8.0,,8.0,,,,,,
129,2017 10 17 9,7,6,6.5,8,7,7.5,2.0,4,3.0,8.0,7,7.5,3.0,4.0,3.5,7.0,6.0,6.5,2017 10 17 9,5.0,,5.0,6.0,,6.0,5.0,,5.0,7.0,,7.0,,,,,,
130,2017 10 05 0,7,8,7.5,8,10,9.0,5.0,4,4.5,8.0,8,8.0,6.0,5.0,5.5,7.0,7.0,7.0,2017 10 05 0,7.0,7.0,7.0,3.0,3.0,3.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,6.0,6.5,7.0,7.0,7.0
131,2017 10 05 1,7,7,7.0,4,4,4.0,7.0,6,6.5,2.0,4,3.0,6.0,7.0,6.5,3.0,3.0,3.0,2017 10 05 1,6.0,6.0,6.0,3.0,3.0,3.0,7.0,7.0,7.0,2.0,2.0,2.0,6.0,,6.0,4.0,,4.0
132,2017 10 05 2,6,7,6.5,6,4,5.0,3.0,5,4.0,7.0,6,6.5,4.0,6.0,5.0,6.0,4.0,5.0,2017 10 05 2,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,5.0,,5.0,5.0,,5.0
133,2017 10 05 3,6,8,7.0,10,9,9.5,4.0,5,4.5,10.0,8,9.0,5.0,5.0,5.0,7.0,7.0,7.0,2017 10 05 3,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.5,7.0,7.0,7.0
134,2017 10 05 4,5,6,5.5,5,5,5.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,6.0,5.0,5.5,2017 10 05 4,6.0,,6.0,4.0,,4.0,6.0,6.0,6.0,5.0,5.0,5.0,,,,,,
135,2017 10 05 5,7,7,7.0,3,3,3.0,6.0,5,5.5,9.0,4,6.5,7.0,7.0,7.0,3.0,4.0,3.5,2017 10 05 5,7.0,,7.0,3.0,,3.0,,,,,,,5.0,4.0,4.5,5.0,5.0,5.0
136,2017 10 05 6,4,6,5.0,5,7,6.0,6.0,5,5.5,6.0,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2017 10 05 6,6.0,6.0,6.0,4.0,4.0,4.0,,,,,,,5.0,,5.0,5.0,,5.0
137,2017 10 05 7,6,7,6.5,6,7,6.5,8.0,5,6.5,4.0,7,5.5,6.0,5.0,5.5,6.0,6.0,6.0,2017 10 05 7,6.0,,6.0,5.0,,5.0,5.0,,5.0,6.0,,6.0,5.0,,5.0,5.0,,5.0
138,2017 10 05 8,6,6,6.0,7,8,7.5,5.0,5,5.0,8.0,5,6.5,4.0,5.0,4.5,7.0,7.0,7.0,2017 10 05 8,5.0,5.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
139,2017 10 05 9,7,6,6.5,10,8,9.0,5.0,4,4.5,9.0,6,7.5,5.0,6.0,5.5,7.0,7.0,7.0,2017 10 05 9,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.5,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0
140,2017 10 02 0,6,6,6.0,8,7,7.5,5.0,5,5.0,9.0,7,8.0,6.0,5.0,5.5,6.0,6.0,6.0,2017 10 02 0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.5,6.0,5.0,5.5,5.0,,5.0,5.0,,5.0
141,2017 10 02 1,6,7,6.5,8,6,7.0,7.0,5,6.0,7.0,4,5.5,7.0,7.0,7.0,7.0,6.0,6.5,2017 10 02 1,5.0,6.0,5.5,4.0,5.0,4.5,5.0,,5.0,6.0,,6.0,6.0,6.0,6.0,6.0,7.0,6.5
142,2017 10 02 2,6,7,6.5,7,4,5.5,9.0,6,7.5,5.0,6,5.5,7.0,6.0,6.5,4.0,6.0,5.0,2017 10 02 2,5.0,5.0,5.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,
143,2017 10 02 3,6,6,6.0,6,3,4.5,5.0,7,6.0,7.0,4,5.5,,6.0,,,4.0,,2017 10 02 3,6.0,6.0,6.0,3.0,3.0,3.0,7.0,7.0,7.0,4.0,4.0,4.0,5.0,,5.0,5.0,,5.0
144,2017 10 02 4,5,6,5.5,8,7,7.5,5.0,5,5.0,7.0,7,7.0,6.0,6.0,6.0,7.0,6.0,6.5,2017 10 02 4,5.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0,5.5,6.0,7.0,6.5,5.0,,5.0,5.0,,5.0
145,2017 10 02 5,7,7,7.0,4,4,4.0,7.0,5,6.0,4.0,5,4.5,6.0,6.0,6.0,4.0,4.0,4.0,2017 10 02 5,7.0,7.0,7.0,3.0,3.0,3.0,7.0,7.0,7.0,5.0,4.0,4.5,,,,,,
146,2017 10 02 6,7,7,7.0,3,3,3.0,7.0,6,6.5,3.0,3,3.0,6.0,6.0,6.0,3.0,3.0,3.0,2017 10 02 6,6.0,6.0,6.0,4.0,3.0,3.5,7.0,7.0,7.0,3.0,3.0,3.0,,,,,,
147,2017 10 02 7,6,6,6.0,7,7,7.0,6.0,5,5.5,8.0,7,7.5,6.0,6.0,6.0,6.0,7.0,6.5,2017 10 02 7,7.0,6.0,6.5,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0
148,2017 10 02 8,6,7,6.5,2,4,3.0,7.0,6,6.5,2.0,1,1.5,7.0,7.0,7.0,3.0,2.0,2.5,2017 10 02 8,7.0,6.0,6.5,2.0,3.0,2.5,6.0,,6.0,5.0,,5.0,7.0,7.0,7.0,3.0,3.0,3.0
149,2017 10 02 9,6,7,6.5,8,9,8.5,7.0,5,6.0,9.0,8,8.5,5.0,7.0,6.0,7.0,6.0,6.5,2017 10 02 9,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,3.0,5.0,4.0,8.0,5.0,6.5
150,2017 09 27 0,6,7,6.5,6,6,6.0,6.0,5,5.5,4.0,2,3.0,7.0,7.0,7.0,3.0,4.0,3.5,2017 09 27 0,7.0,7.0,7.0,3.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,
151,2017 09 27 1,5,6,5.5,8,8,8.0,5.0,5,5.0,9.0,7,8.0,6.0,6.0,6.0,7.0,7.0,7.0,2017 09 27 1,7.0,7.0,7.0,4.0,4.0,4.0,,,,,,,,,,,,
152,2017 09 27 2,6,6,6.0,6,7,6.5,5.0,5,5.0,5.0,6,5.5,6.0,6.0,6.0,4.0,3.0,3.5,2017 09 27 2,6.0,,6.0,4.0,,4.0,7.0,7.0,7.0,6.0,7.0,6.5,,,,,,
153,2017 09 27 3,6,6,6.0,9,8,8.5,7.0,4,5.5,10.0,7,8.5,4.0,5.0,4.5,7.0,6.0,6.5,2017 09 27 3,6.0,5.0,5.5,4.0,5.0,4.5,5.0,5.0,5.0,8.0,8.0,8.0,,,,,,
154,2017 09 27 4,8,6,7.0,3,2,2.5,8.0,8,8.0,3.0,1,2.0,8.0,7.0,7.5,2.0,3.0,2.5,2017 09 27 4,6.0,7.0,6.5,3.0,3.0,3.0,7.0,6.0,6.5,3.0,2.0,2.5,,,,,,
155,2017 09 27 5,6,6,6.0,6,6,6.0,6.0,5,5.5,4.0,3,3.5,6.0,6.0,6.0,3.0,3.0,3.0,2017 09 27 5,6.0,,6.0,4.0,,4.0,7.0,7.0,7.0,3.0,3.0,3.0,,,,,,
156,2017 09 27 6,8,8,8.0,0,0,0.0,6.0,6,6.0,3.0,4,3.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 09 27 6,5.0,,5.0,3.0,,3.0,6.0,5.0,5.5,2.0,2.0,2.0,,,,,,
157,2017 09 27 7,8,8,8.0,0,0,0.0,7.0,6,6.5,1.0,3,2.0,8.0,8.0,8.0,2.0,2.0,2.0,2017 09 27 7,7.0,7.0,7.0,3.0,2.0,2.5,9.0,8.0,8.5,1.0,1.0,1.0,7.0,6.0,6.5,4.0,4.0,4.0
158,2017 09 27 8,7,6,6.5,3,3,3.0,7.0,7,7.0,3.0,5,4.0,6.0,6.0,6.0,4.0,3.0,3.5,2017 09 27 8,5.0,5.0,5.0,3.0,3.0,3.0,6.0,6.0,6.0,4.0,3.0,3.5,6.0,6.0,6.0,5.0,4.0,4.5
159,2017 09 27 9,4,6,5.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2017 09 27 9,,,,,,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0
160,2017 09 22 0,6,6,6.0,8,8,8.0,6.0,5,5.5,7.0,5,6.0,5.0,5.0,5.0,6.0,6.0,6.0,2017 09 22 0,7.0,6.0,6.5,4.0,5.0,4.5,6.0,6.0,6.0,4.0,4.0,4.0,,,,,,
161,2017 09 22 1,6,6,6.0,7,7,7.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,6.0,6.0,6.0,2017 09 22 1,,,,,,,5.0,5.0,5.0,6.0,6.0,6.0,,,,,,
162,2017 09 22 2,5,5,5.0,7,7,7.0,6.0,5,5.5,8.0,7,7.5,4.0,5.0,4.5,6.0,7.0,6.5,2017 09 22 2,6.0,5.0,5.5,5.0,5.0,5.0,6.0,5.0,5.5,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0
163,2017 09 22 3,6,6,6.0,2,3,2.5,7.0,6,6.5,1.0,4,2.5,5.0,6.0,5.5,3.0,3.0,3.0,2017 09 22 3,6.0,5.0,5.5,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,4.5,5.0,4.0,4.5
164,2017 09 22 4,6,7,6.5,3,2,2.5,8.0,8,8.0,2.0,2,2.0,7.0,7.0,7.0,2.0,3.0,2.5,2017 09 22 4,6.0,,6.0,3.0,,3.0,7.0,8.0,7.5,3.0,2.0,2.5,6.0,5.0,5.5,4.0,4.0,4.0
165,2017 09 22 5,5,6,5.5,7,7,7.0,6.0,5,5.5,7.0,7,7.0,5.0,5.0,5.0,7.0,7.0,7.0,2017 09 22 5,4.0,,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,6.0,5.5,4.0,5.0,4.5,6.0,5.0,5.5
166,2017 09 22 6,7,7,7.0,4,4,4.0,7.0,6,6.5,7.0,6,6.5,6.0,7.0,6.5,3.0,3.0,3.0,2017 09 22 6,6.0,,6.0,6.0,,6.0,7.0,7.0,7.0,4.0,4.0,4.0,7.0,6.0,6.5,6.0,4.0,5.0
167,2017 09 22 7,7,7,7.0,3,3,3.0,8.0,6,7.0,1.0,2,1.5,7.0,7.0,7.0,2.0,3.0,2.5,2017 09 22 7,6.0,6.0,6.0,3.0,3.0,3.0,,,,,,,7.0,5.0,6.0,5.0,3.0,4.0
168,2017 09 22 8,6,6,6.0,7,6,6.5,6.0,3,4.5,9.0,7,8.0,6.0,5.0,5.5,7.0,6.0,6.5,2017 09 22 8,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.5,4.0,4.0,4.0,5.0,,5.0,5.0,,5.0
169,2017 09 22 9,6,6,6.0,8,10,9.0,4.0,5,4.5,8.0,7,7.5,5.0,5.0,5.0,7.0,7.0,7.0,2017 09 22 9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,7.0,,7.0,,,,,,
170,2017 09 19 0,7,7,7.0,2,4,3.0,6.0,6,6.0,4.0,4,4.0,6.0,6.0,6.0,4.0,3.0,3.5,2017 09 19 0,,,,,,,5.0,5.0,5.0,4.0,5.0,4.5,4.0,,4.0,5.0,,5.0
171,2017 09 19 1,7,7,7.0,0,2,1.0,7.0,7,7.0,1.0,2,1.5,7.0,7.0,7.0,2.0,2.0,2.0,2017 09 19 1,,,,,,,2.0,,2.0,8.0,,8.0,,,,,,
172,2017 09 19 2,6,7,6.5,4,3,3.5,7.0,5,6.0,5.0,6,5.5,6.0,5.0,5.5,7.0,7.0,7.0,2017 09 19 2,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,6.0,,6.0,5.0,,5.0
173,2017 09 19 3,7,7,7.0,0,2,1.0,8.0,7,7.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 09 19 3,1.0,,1.0,7.0,,7.0,8.0,,8.0,2.0,,2.0,,,,,,
174,2017 09 19 4,6,6,6.0,9,8,8.5,2.0,6,4.0,8.0,3,5.5,6.0,4.0,5.0,6.0,,,2017 09 19 4,7.0,4.0,5.5,3.0,6.0,4.5,8.0,7.0,7.5,7.0,7.0,7.0,6.0,,6.0,5.0,,5.0
175,2017 09 19 5,7,7,7.0,2,2,2.0,9.0,6,7.5,1.0,2,1.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 09 19 5,5.0,5.0,5.0,4.0,4.0,4.0,5.0,,5.0,2.0,,2.0,5.0,,5.0,5.0,,5.0
176,2017 09 19 6,6,6,6.0,9,7,8.0,4.0,5,4.5,7.0,7,7.0,6.0,5.0,5.5,7.0,7.0,7.0,2017 09 19 6,4.0,6.0,5.0,6.0,4.0,5.0,5.0,,5.0,5.0,,5.0,6.0,,6.0,5.0,,5.0
177,2017 09 19 7,6,7,6.5,10,10,10.0,6.0,6,6.0,10.0,8,9.0,4.0,6.0,5.0,7.0,7.0,7.0,2017 09 19 7,6.0,,6.0,5.0,,5.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,
178,2017 09 19 8,7,8,7.5,10,8,9.0,5.0,5,5.0,10.0,8,9.0,6.0,6.0,6.0,8.0,8.0,8.0,2017 09 19 8,5.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,8.0,6.5,5.0,,5.0,5.0,,5.0
179,2017 09 19 9,4,6,5.0,6,9,7.5,5.0,5,5.0,7.0,7,7.0,3.0,4.0,3.5,6.0,6.0,6.0,2017 09 19 9,6.0,4.0,5.0,4.0,6.0,5.0,,,,,,,,,,,,
180,2017 06 20 0,6,6,6.0,10,10,10.0,5.0,5,5.0,9.0,7,8.0,5.0,5.0,5.0,8.0,7.0,7.5,2017 06 20 0,5.0,,5.0,8.0,,8.0,6.0,,6.0,7.0,,7.0,,,,,,
181,2017 06 20 1,6,6,6.0,8,8,8.0,5.0,5,5.0,6.0,6,6.0,3.0,4.0,3.5,6.0,6.0,6.0,2017 06 20 1,4.0,6.0,5.0,7.0,3.0,5.0,,,,,,,,,,,,
182,2017 06 20 2,9,8,8.5,2,4,3.0,9.0,7,8.0,0.0,1,0.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 06 20 2,1.0,,1.0,7.0,,7.0,7.0,,7.0,4.0,,4.0,3.0,7.0,5.0,7.0,2.0,4.5
183,2017 06 20 3,6,7,6.5,8,9,8.5,5.0,3,4.0,9.0,7,8.0,4.0,4.0,4.0,6.0,6.0,6.0,2017 06 20 3,6.0,4.0,5.0,4.0,6.0,5.0,,,,,,,,,,,,
184,2017 06 20 4,7,6,6.5,8,7,7.5,5.0,5,5.0,9.0,7,8.0,6.0,4.0,5.0,6.0,6.0,6.0,2017 06 20 4,5.0,,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,4.5,,,,,,
185,2017 06 20 5,6,7,6.5,6,7,6.5,5.0,4,4.5,8.0,5,6.5,4.0,5.0,4.5,7.0,6.0,6.5,2017 06 20 5,4.0,6.0,5.0,6.0,3.0,4.5,8.0,7.0,7.5,7.0,7.0,7.0,,,,,,
186,2017 06 20 6,8,7,7.5,0,2,1.0,8.0,7,7.5,3.0,2,2.5,7.0,7.0,7.0,2.0,3.0,2.5,2017 06 20 6,6.0,6.0,6.0,3.0,3.0,3.0,7.0,2.0,4.5,3.0,7.0,5.0,,,,,,
187,2017 06 20 7,6,6,6.0,3,2,2.5,7.0,7,7.0,5.0,5,5.0,6.0,6.0,6.0,4.0,4.0,4.0,2017 06 20 7,,,,,,,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.5,5.0,4.0,4.5
188,2017 06 20 8,7,7,7.0,1,2,1.5,9.0,6,7.5,0.0,3,1.5,6.0,6.0,6.0,4.0,3.0,3.5,2017 06 20 8,6.0,6.0,6.0,3.0,4.0,3.5,6.0,7.0,6.5,7.0,5.0,6.0,7.0,,7.0,4.0,,4.0
189,2017 06 20 9,6,6,6.0,8,7,7.5,5.0,5,5.0,10.0,7,8.5,6.0,6.0,6.0,7.0,7.0,7.0,2017 06 20 9,5.0,5.0,5.0,7.0,5.0,6.0,,,,,,,5.0,5.0,5.0,4.0,5.0,4.5
190,2017 06 13 0,6,7,6.5,2,3,2.5,7.0,4,5.5,4.0,3,3.5,6.0,6.0,6.0,3.0,4.0,3.5,2017 06 13 0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,6.0,4.5,6.0,4.0,5.0,4.0,6.0,5.0,4.0,4.0,4.0
191,2017 06 13 1,7,6,6.5,4,4,4.0,5.0,5,5.0,4.0,5,4.5,6.0,6.0,6.0,4.0,4.0,4.0,2017 06 13 1,2.0,7.0,4.5,7.0,3.0,5.0,4.0,7.0,5.5,6.0,3.0,4.5,,,,,,
192,2017 06 13 2,6,6,6.0,8,9,8.5,7.0,4,5.5,8.0,6,7.0,6.0,5.0,5.5,7.0,6.0,6.5,2017 06 13 2,5.0,6.0,5.5,6.0,6.0,6.0,8.0,6.0,7.0,6.0,8.0,7.0,7.0,,7.0,7.0,,7.0
193,2017 06 13 3,7,8,7.5,6,7,6.5,4.0,2,3.0,7.0,7,7.0,7.0,6.0,6.5,7.0,6.0,6.5,2017 06 13 3,6.0,,6.0,5.0,,5.0,,,,,,,5.0,6.0,5.5,5.0,6.0,5.5
194,2017 06 13 4,6,6,6.0,4,6,5.0,6.0,5,5.5,5.0,6,5.5,4.0,5.0,4.5,5.0,6.0,5.5,2017 06 13 4,4.0,,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
195,2017 06 13 5,6,6,6.0,5,4,4.5,8.0,5,6.5,4.0,6,5.0,6.0,6.0,6.0,5.0,4.0,4.5,2017 06 13 5,4.0,6.0,5.0,6.0,3.0,4.5,5.0,6.0,5.5,6.0,5.0,5.5,4.0,,4.0,6.0,,6.0
196,2017 06 13 6,7,6,6.5,0,2,1.0,5.0,4,4.5,5.0,3,4.0,6.0,7.0,6.5,3.0,3.0,3.0,2017 06 13 6,5.0,,5.0,3.0,,3.0,5.0,6.0,5.5,4.0,3.0,3.5,,,,,,
197,2017 06 13 7,7,6,6.5,1,3,2.0,6.0,6,6.0,5.0,3,4.0,6.0,6.0,6.0,4.0,4.0,4.0,2017 06 13 7,5.0,4.0,4.5,4.0,5.0,4.5,5.0,,5.0,3.0,,3.0,,,,,,
198,2017 06 13 8,7,6,6.5,0,2,1.0,5.0,5,5.0,4.0,5,4.5,4.0,5.0,4.5,4.0,4.0,4.0,2017 06 13 8,5.0,,5.0,4.0,,4.0,,,,,,,5.0,,5.0,5.0,,5.0
