Order,Video,Coder,Sentiment,Activation,Anger,Disgust,Fear,Surprise,Sadness,Happiness
131,2015 05 27 2,P-O R. B.,2,7,1,1,0,0,0,0
132,2017 10 05 1,P-O R. B.,3,6,0,0,0,1,0,0
133,2017 11 07 3,P-O R. B.,3,7,1,0,0,0,0,0
134,2017 06 06 8,P-O R. B.,6,3,0,1,0,1,0,0
135,2017 05 05 1,P-O R. B.,7,2,1,1,0,1,0,0
136,2016 12 12 8,P-O R. B.,5,6,0,0,0,0,0,0
137,2017 02 10 3,P-O R. B.,4,6,1,0,0,0,0,0
138,2016 06 15 0,P-O R. B.,7,4,0,0,0,0,0,0
139,2016 06 02 5,P-O R. B.,6,4,1,0,0,0,0,0
140,2015 06 09 9,P-O R. B.,5,3,0,0,1,0,0,0
141,2016 02 23 3,P-O R. B.,3,5,0,0,0,0,1,0
142,2015 01 28 6,P-O R. B.,7,3,0,0,1,0,0,0
143,2015 04 24 6,P-O R. B.,3,6,1,0,0,0,0,0
144,2017 12 05 9,P-O R. B.,6,3,0,0,1,0,0,0
145,2017 10 20 5,P-O R. B.,6,5,0,0,0,0,1,0
146,2017 05 02 3,P-O R. B.,5,4,0,0,0,0,0,0
147,2017 04 07 0,P-O R. B.,5,4,1,0,0,1,0,0
148,2017 02 07 7,P-O R. B.,7,6,0,0,0,0,0,0
149,2017 02 10 2,P-O R. B.,2,7,1,1,0,0,0,0
150,2016 10 18 5,P-O R. B.,7,2,0,1,0,0,0,0
151,2016 09 28 2,P-O R. B.,6,3,0,1,0,0,0,0
152,2016 04 11 2,P-O R. B.,1,8,1,1,0,0,0,0
153,2016 01 25 3,P-O R. B.,3,7,1,1,0,0,0,0
154,2015 05 12 4,P-O R. B.,2,7,0,1,0,0,0,0
155,2015 05 15 7,P-O R. B.,5,3,0,0,0,0,0,0
156,2017 12 05 0,P-O R. B.,3,6,0,1,0,0,0,0
157,2017 09 22 2,P-O R. B.,5,6,0,0,0,0,0,0
158,2017 03 23 5,P-O R. B.,4,6,0,0,0,0,0,0
159,2017 03 20 2,P-O R. B.,6,5,0,0,0,0,1,1
160,2017 02 10 9,P-O R. B.,5,4,0,1,0,0,0,0
161,2016 12 02 9,P-O R. B.,6,5,0,0,0,0,0,0
162,2016 05 09 0,P-O R. B.,6,8,0,0,0,0,1,0
163,2016 05 04 8,P-O R. B.,7,1,0,1,0,0,0,0
164,2016 02 02 6,P-O R. B.,5,5,0,0,1,0,0,0
165,2016 02 05 1,P-O R. B.,3,6,0,1,0,0,0,0
166,2015 05 15 0,P-O R. B.,7,4,0,0,0,0,1,0
167,2015 05 15 5,P-O R. B.,3,6,0,1,0,0,0,0
168,2017 11 02 5,P-O R. B.,2,7,1,1,0,1,0,0
169,2017 10 30 1,P-O R. B.,3,6,0,0,0,0,0,0
170,2017 02 24 8,P-O R. B.,5,7,0,0,0,0,0,0
171,2017 06 01 7,P-O R. B.,7,2,0,1,0,0,0,0
172,2017 02 21 2,P-O R. B.,7,6,0,0,0,0,0,0
173,2017 01 30 2,P-O R. B.,3,6,0,1,0,0,0,0
174,2016 05 04 1,P-O R. B.,5,3,0,1,0,0,0,0
175,2016 05 12 4,P-O R. B.,6,4,1,1,0,0,0,0
176,2016 04 14 6,P-O R. B.,3,4,0,0,1,0,0,0
177,2015 12 07 9,P-O R. B.,7,7,1,0,0,0,0,0
178,2015 04 01 7,P-O R. B.,3,5,1,0,0,1,0,0
179,2015 03 09 6,P-O R. B.,3,6,0,0,0,0,1,0
180,2017 12 01 2,P-O R. B.,3,6,0,1,0,0,0,0
181,2017 10 17 3,P-O R. B.,2,7,1,0,0,0,0,0
182,2017 06 13 1,P-O R. B.,7,2,1,1,0,0,0,0
183,2017 06 09 1,P-O R. B.,5,6,0,0,0,0,0,0
184,2016 10 21 8,P-O R. B.,5,5,0,0,0,0,0,0
185,2016 10 31 5,P-O R. B.,3,6,0,0,0,0,1,0
186,2016 05 09 1,P-O R. B.,7,2,1,1,0,0,0,0
187,2016 09 19 4,P-O R. B.,6,3,0,1,0,0,0,0
188,2016 02 26 7,P-O R. B.,6,4,0,0,0,0,0,0
189,2016 03 09 3,P-O R. B.,5,5,0,1,0,0,0,0
190,2015 03 24 0,P-O R. B.,5,5,0,0,0,0,0,0
191,2015 04 24 6,P-O R. B.,3,6,1,1,0,0,0,0
192,2017 11 28 5,P-O R. B.,3,6,1,1,0,0,0,0
193,2017 10 25 6,P-O R. B.,6,6,0,0,0,0,0,0
194,2017 04 12 8,P-O R. B.,6,3,1,1,0,0,0,0
195,2017 06 20 1,P-O R. B.,7,4,1,0,0,0,0,0
196,2017 02 21 1,P-O R. B.,1,7,1,1,0,0,0,0
197,2016 12 07 8,P-O R. B.,4,7,1,0,0,0,0,0
198,2016 10 06 5,P-O R. B.,5,3,1,1,0,0,0,0
199,2016 05 12 8,P-O R. B.,6,5,1,0,0,0,0,0
200,2016 02 26 1,P-O R. B.,3,6,1,0,0,0,1,0
201,2015 06 09 7,P-O R. B.,1,8,1,1,0,0,1,0
202,2015 04 21 9,P-O R. B.,5,5,0,0,0,0,0,0
203,2015 02 20 3,P-O R. B.,2,8,1,1,0,0,0,0
204,2017 10 02 8,P-O R. B.,2,7,1,1,0,0,0,0
205,2017 10 17 7,P-O R. B.,3,7,1,0,0,0,0,0
206,2017 05 10 1,P-O R. B.,6,3,1,0,0,0,0,0
207,2017 05 02 7,P-O R. B.,6,4,1,0,0,0,0,0
208,2017 02 02 9,P-O R. B.,8,6,0,0,0,0,0,0
209,2017 02 07 5,P-O R. B.,3,7,0,1,0,0,0,0
210,2016 05 17 9,P-O R. B.,8,1,0,1,0,0,0,0
211,2016 05 04 8,P-O R. B.,7,2,1,1,0,0,0,0
212,2016 04 14 5,P-O R. B.,3,5,1,0,0,0,0,0
213,2016 01 25 8,P-O R. B.,2,7,1,1,0,0,0,0
214,2015 04 01 5,P-O R. B.,0,8,1,0,0,0,1,0
215,2015 04 21 4,P-O R. B.,5,4,0,0,1,0,0,0
216,2017 09 27 8,P-O R. B.,3,5,0,1,0,0,0,0
217,2017 10 20 6,P-O R. B.,8,3,0,0,0,0,0,0
218,2017 06 09 0,P-O R. B.,6,4,1,0,0,0,0,0
219,2017 05 02 0,P-O R. B.,6,8,0,0,0,0,0,1
220,2017 02 15 3,P-O R. B.,2,7,1,0,0,0,1,0
221,2016 12 12 9,P-O R. B.,3,6,0,1,0,0,0,0
222,2016 09 28 0,P-O R. B.,6,4,1,0,0,0,0,0
223,2016 10 18 6,P-O R. B.,3,3,0,0,1,0,1,0
224,2015 06 17 6,P-O R. B.,3,5,1,0,0,0,0,0
225,2015 06 09 5,P-O R. B.,2,7,1,1,0,0,0,0
226,2015 02 05 4,P-O R. B.,3,6,0,1,0,0,0,0
227,2015 05 12 7,P-O R. B.,3,6,1,0,0,1,0,0
228,2017 12 05 5,P-O R. B.,8,5,0,0,0,0,0,0
229,2017 10 25 7,P-O R. B.,1,6,0,1,0,0,0,0
230,2017 06 20 2,P-O R. B.,7,1,0,1,0,0,0,0
231,2017 05 15 4,P-O R. B.,5,5,0,0,0,0,0,0
232,2016 11 21 8,P-O R. B.,3,6,0,0,0,0,0,0
233,2017 01 30 8,P-O R. B.,5,7,1,0,0,0,0,0
234,2016 06 02 0,P-O R. B.,6,2,0,1,0,0,0,0
235,2016 05 12 9,P-O R. B.,5,5,0,0,0,0,0,0
236,2015 06 17 7,P-O R. B.,2,6,0,1,0,0,0,0
237,2015 12 09 0,P-O R. B.,7,8,0,0,0,0,0,1
238,2015 03 24 4,P-O R. B.,7,2,0,0,0,0,0,0
239,2015 02 25 8,P-O R. B.,4,6,1,0,0,0,0,0
240,2017 11 02 0,P-O R. B.,4,4,1,0,1,0,0,0
241,2017 11 02 4,P-O R. B.,1,6,1,1,0,0,0,0
242,2017 03 08 9,P-O R. B.,6,4,1,0,1,0,0,0
243,2017 06 01 2,P-O R. B.,7,2,0,1,0,0,0,0
244,2017 01 30 7,P-O R. B.,3,4,0,0,1,0,0,0
245,2017 02 07 3,P-O R. B.,0,7,0,1,0,0,0,0
246,2016 10 18 1,P-O R. B.,7,5,1,0,0,0,0,0
247,2016 05 04 0,P-O R. B.,6,8,0,0,0,0,0,1
248,2016 03 21 6,P-O R. B.,4,5,0,0,0,0,0,0
249,2016 02 18 0,P-O R. B.,3,5,0,0,0,0,0,0
250,2015 02 20 4,P-O R. B.,2,7,1,1,0,0,0,0
251,2015 05 27 1,P-O R. B.,3,7,1,0,0,0,0,0
252,2017 11 23 0,P-O R. B.,4,6,1,0,0,0,0,0
253,2017 12 01 4,P-O R. B.,4,5,0,0,1,0,0,0
254,2017 05 15 9,P-O R. B.,4,5,0,0,0,0,0,0
255,2017 03 23 1,P-O R. B.,6,4,0,0,0,0,0,0
256,2016 12 07 5,P-O R. B.,4,6,1,0,0,0,0,0
257,2016 12 12 1,P-O R. B.,3,7,1,1,0,0,0,0
258,2016 05 20 5,P-O R. B.,5,4,0,0,0,0,0,0
259,2016 06 07 1,P-O R. B.,4,6,0,0,0,0,0,0
260,2016 02 23 5,P-O R. B.,3,7,1,0,0,0,0,0
261,2016 01 28 1,P-O R. B.,3,6,0,1,0,0,0,0
262,2015 05 15 9,P-O R. B.,5,4,0,0,0,0,0,0
263,2015 02 17 3,P-O R. B.,4,3,0,0,0,0,0,0
264,2017 12 1 1,P-O R. B.,4,6,0,0,0,0,0,0
265,2017 06 09 0,P-O R. B.,4,6,0,0,0,0,0,0
266,2017 05 05 7,P-O R. B.,4,5,1,0,0,0,0,0
267,2017 05 02 4,P-O R. B.,4,6,0,0,0,0,0,0
268,2015 03 27 4,P-O R. B.,1,7,1,0,0,0,0,0
269,2017 11 20 5,P-O R. B.,2,7,1,0,0,0,0,0
270,2017 11 20 8,P-O R. B.,1,8,1,1,0,0,0,0
271,2015 03 24 9,P-O R. B.,4,6,0,0,0,0,0,0
272,2015 04 29 8,P-O R. B.,2,6,1,0,1,0,0,0
273,2015 04 24 0,P-O R. B.,3,6,0,1,0,0,0,0
274,2017 10 20 0,P-O R. B.,5,6,1,0,0,0,0,0
275,2017 06 13 9,P-O R. B.,9,5,0,0,1,1,0,0
276,2017 09 27 0,P-O R. B.,3,7,0,0,0,0,0,0
277,2017 05 05 3,P-O R. B.,10,5,0,0,0,0,0,1
278,2017 12 01 1,P-O R. B.,4,6,0,0,0,0,0,0
279,2017 10 20 4,P-O R. B.,4,7,0,0,0,0,0,0
280,2017 03 23 7,P-O R. B.,6,2,1,1,0,0,0,0
281,2017 04 07 0,P-O R. B.,5,4,0,0,0,1,0,0
282,2016 11 04 9,P-O R. B.,3,7,0,1,0,0,0,0
283,2017 02 15 1,P-O R. B.,7,5,0,0,0,0,0,0
284,2016 06 15 5,P-O R. B.,7,2,1,0,0,0,0,0
285,2016 05 17 5,P-O R. B.,7,4,1,0,0,0,0,0
286,2016 02 23 0,P-O R. B.,2,6,0,1,0,0,0,0
287,2016 02 05 9,P-O R. B.,3,7,1,1,0,0,0,0
288,2015 05 12 2,P-O R. B.,4,5,0,1,0,0,0,0
289,2015 04 29 1,P-O R. B.,3,7,1,1,0,0,0,0
290,2017 06 01 7,P-O R. B.,3,6,0,1,0,0,0,0
291,2017 11 23 5,P-O R. B.,4,6,0,0,0,0,0,0
292,2017 05 10 7,P-O R. B.,7,6,0,0,0,0,0,0
293,2017 02 24 0,P-O R. B.,3,6,0,0,0,0,0,0
294,2017 12 05 3,P-O R. B.,4,5,0,0,0,0,0,0
295,2017 12 01 2,P-O R. B.,3,5,1,0,0,0,0,0
296,2015 02 17 1,P-O R. B.,6,5,0,0,0,0,0,0
297,2015 03 09 3,P-O R. B.,5,5,0,0,0,0,0,0
298,2017 06 01 2,P-O R. B.,5,4,0,0,0,0,0,0
299,2015 04 01 7,P-O R. B.,3,6,1,1,0,1,0,0
300,2017 06 20 6,P-O R. B.,3,6,1,0,0,0,0,0
301,2017 10 17 8,P-O R. B.,9,5,0,0,0,0,1,0
302,2017 10 05 3,P-O R. B.,6,6,0,0,0,0,0,1
303,2017 05 02 2,P-O R. B.,3,6,1,0,0,0,0,0
304,2017 10 05 3,P-O R. B.,6,6,0,0,0,0,0,0
305,2017 12 05 7,P-O R. B.,3,6,1,1,0,0,0,0
306,2017 04 07 4,P-O R. B.,5,3,1,0,0,0,0,0
307,2017 05 18 0,P-O R. B.,5,6,0,0,0,0,0,0
308,2017 02 15 7,P-O R. B.,3,6,0,0,0,0,0,0
309,2017 02 15 2,P-O R. B.,3,6,1,1,0,0,0,0
310,2016 05 09 4,P-O R. B.,4,6,0,0,0,0,0,0
311,2016 04 22 6,P-O R. B.,6,4,0,1,0,0,0,0
312,2016 02 23 5,P-O R. B.,4,7,1,0,0,0,0,0
313,2016 02 26 1,P-O R. B.,3,6,0,1,0,0,0,0
314,2015 03 12 1,P-O R. B.,4,6,1,0,0,0,0,0
315,2015 04 29 4,P-O R. B.,6,5,0,0,0,0,0,0
316,2017 09 19 5,P-O R. B.,4,5,0,0,0,0,0,0
317,2017 05 18 6,P-O R. B.,3,6,1,0,0,0,0,0
318,2017 11 23 8,P-O R. B.,5,5,0,0,0,0,0,0
319,2017 03 20 1,P-O R. B.,4,6,0,0,1,0,0,0
320,2017 11 02 3,P-O R. B.,1,6,0,1,0,0,0,0
321,2015 04 29 1,P-O R. B.,3,7,0,1,0,0,0,0
322,2015 02 25 4,P-O R. B.,2,7,1,1,0,0,0,0
323,2015 02 17 7,P-O R. B.,3,6,0,1,0,0,1,0
324,2015 05 12 2,P-O R. B.,3,5,0,1,0,0,0,0
325,2017 10 25 7,P-O R. B.,2,6,0,1,0,0,0,0
326,2017 10 05 8,P-O R. B.,7,5,0,0,0,0,0,0
327,2017 06 01 8,P-O R. B.,4,6,0,1,0,0,0,0
328,2017 09 27 3,P-O R. B.,4,6,1,0,0,0,0,0
329,2017 03 08 3,P-O R. B.,3,6,1,0,0,0,0,0
330,2017 10 20 2,P-O R. B.,4,6,1,0,0,0,0,0
331,2017 09 22 3,P-O R. B.,3,6,0,0,0,0,1,0
332,2017 09 19 3,P-O R. B.,7,1,1,1,0,0,0,0
333,2017 03 23 6,P-O R. B.,8,2,1,1,0,0,0,0
334,2016 10 26 0,P-O R. B.,3,6,0,1,0,0,0,0
335,2017 02 02 8,P-O R. B.,6,5,0,0,0,0,0,0
336,2016 06 02 8,P-O R. B.,6,4,0,0,0,0,0,0
337,2016 06 07 1,P-O R. B.,5,6,0,0,0,0,0,0
338,2015 06 12 4,P-O R. B.,4,5,0,0,0,0,1,0
339,2015 06 17 8,P-O R. B.,3,6,1,1,0,0,0,0
340,2015 04 01 2,P-O R. B.,3,6,0,1,0,0,0,0
341,2015 06 01 4,P-O R. B.,2,7,1,0,0,1,0,0
342,2017 05 15 4,P-O R. B.,5,5,0,0,0,0,0,0
343,2017 06 20 5,P-O R. B.,3,6,0,1,0,0,0,0
344,2017 05 02 4,P-O R. B.,4,6,0,1,0,0,0,0
345,2017 04 07 7,P-O R. B.,3,6,1,1,0,0,0,0
346,2017 12 01 8,P-O R. B.,5,5,0,0,0,0,0,0
347,2017 11 28 6,P-O R. B.,3,6,1,0,0,0,0,0
348,2015 03 12 6,P-O R. B.,2,8,1,1,0,0,0,0
349,2017 11 28 2,P-O R. B.,4,4,0,0,0,0,1,0
350,2017 10 02 4,P-O R. B.,6,5,0,0,0,0,0,0
351,2017 10 17 6,P-O R. B.,2,7,1,1,0,0,0,0
352,2017 10 25 4,P-O R. B.,4,6,1,0,0,0,0,0
353,2017 06 06 9,P-O R. B.,3,6,1,1,0,0,0,0
354,2017 10 30 4,P-O R. B.,3,6,0,1,0,0,0,0
355,2017 09 27 0,P-O R. B.,5,7,1,0,0,0,0,0
356,2017 11 07 7,P-O R. B.,4,6,1,0,0,0,0,0
357,2017 10 02 3,P-O R. B.,3,6,0,0,0,0,1,0
358,2017 03 08 0,P-O R. B.,6,4,1,0,0,0,0,0
359,2017 05 02 9,P-O R. B.,6,4,0,0,0,0,0,0
360,2016 11 21 4,P-O R. B.,3,5,0,1,0,0,0,0
361,2017 02 21 4,P-O R. B.,4,5,0,0,0,0,0,0
362,2016 04 22 4,P-O R. B.,5,5,0,1,0,0,0,0
363,2016 06 07 7,P-O R. B.,6,4,0,0,0,0,0,0
364,2015 06 09 3,P-O R. B.,2,8,1,0,0,0,0,0
365,2016 01 28 3,P-O R. B.,6,5,0,0,0,0,0,0
366,2015 02 25 0,P-O R. B.,4,6,0,0,0,0,0,0
367,2015 02 05 2,P-O R. B.,2,6,1,1,0,0,0,0
368,2017 09 19 4,P-O R. B.,3,7,1,0,0,1,0,0
369,2017 06 20 9,P-O R. B.,7,5,0,0,0,0,0,0
370,2017 12 1 9,P-O R. B.,5,5,0,0,0,0,0,0
371,2017 05 10 8,P-O R. B.,4,6,0,0,0,0,0,0
372,2015 05 27 9,P-O R. B.,3,5,0,1,0,0,0,0
373,2017 11 20 8,P-O R. B.,1,7,0,1,0,0,0,0
374,2015 02 17 6,P-O R. B.,1,7,1,1,0,0,0,0
375,2017 12 08 1,P-O R. B.,3,6,0,1,0,0,0,0
376,2017 10 02 1,P-O R. B.,4,5,0,0,0,0,0,0
377,2015 04 24 1,P-O R. B.,4,5,0,1,0,0,0,0
378,2017 10 25 8,P-O R. B.,6,6,0,0,0,0,0,0
379,2017 09 19 5,P-O R. B.,4,5,0,0,0,0,0,0
380,2017 10 17 0,P-O R. B.,3,5,0,0,0,0,0,0
381,2017 04 07 2,P-O R. B.,3,5,0,0,0,0,0,0
382,2017 10 30 3,P-O R. B.,4,6,1,0,0,0,0,0
383,2017 12 01 8,P-O R. B.,5,5,0,0,0,0,0,0
384,2017 06 13 5,P-O R. B.,6,4,0,0,0,0,0,0
385,2017 04 07 4,P-O R. B.,5,3,0,0,1,0,0,0
386,2017 02 07 2,P-O R. B.,2,5,0,0,0,0,0,0
387,2016 10 31 9,P-O R. B.,3,5,0,0,0,0,0,0
388,2016 05 20 3,P-O R. B.,5,4,1,0,0,0,0,0
389,2016 05 09 8,P-O R. B.,5,5,0,0,0,0,0,0
390,2015 06 04 5,P-O R. B.,3,6,0,1,0,0,0,0
391,2015 12 09 9,P-O R. B.,5,5,0,0,0,0,0,0
392,2015 01 28 8,P-O R. B.,3,5,0,0,0,0,1,0
393,2015 03 12 3,P-O R. B.,4,4,0,0,0,0,1,0
394,2017 11 28 9,P-O R. B.,4,6,0,0,0,0,0,0
395,2017 12 08 0,P-O R. B.,5,6,0,0,0,0,0,0
396,2017 03 08 4,P-O R. B.,3,5,0,0,0,0,0,0
397,2017 11 28 7,P-O R. B.,3,6,0,1,0,0,0,0
398,2015 04 29 7,P-O R. B.,2,7,0,1,0,0,0,0
399,2017 11 20 3,P-O R. B.,1,7,0,1,0,0,0,0
400,2015 01 28 7,P-O R. B.,4,5,0,0,0,0,0,0
401,2017 11 02 0,P-O R. B.,3,5,0,1,0,0,0,0
402,2015 05 27 0,P-O R. B.,3,6,1,0,0,0,0,0
403,2015 04 29 2,P-O R. B.,10,7,0,0,0,0,0,1
404,2017 10 20 7,P-O R. B.,5,6,0,0,0,0,0,0
405,2017 10 02 4,P-O R. B.,4,5,0,0,1,0,1,0
406,2017 04 07 6,P-O R. B.,5,5,0,0,0,0,0,0
407,2017 05 02 1,P-O R. B.,4,5,0,0,0,0,0,0
408,2017 12 01 6,MS,6,6,1,0,1,0,0,0
409,2017 10 30 4,MS,5,5,0,0,0,0,0,0
410,2017 06 20 8,MS,7,6,0,0,0,0,0,0
411,2017 05 15 3,MS,6,3,0,0,0,0,0,0
412,2017 02 15 9,MS,6,5,0,0,0,0,0,0
413,2016 11 24 8,MS,5,6,0,0,0,0,0,0
414,2016 04 22 9,MS,6,4,0,0,0,0,0,0
415,2016 04 19 5,MS,5,5,0,0,0,0,0,0
416,2015 06 04 1,MS,4,4,0,0,0,0,0,0
417,2016 03 09 3,MS,5,5,0,0,0,0,0,0
418,2015 04 01 0,MS,5,4,0,0,0,0,0,0
419,2015 04 24 4,MS,2,9,1,0,0,0,0,0
420,2017 06 20 0,MS,7,6,0,0,0,0,0,0
421,2017 06 09 0,MS,7,7,1,0,0,0,0,0
422,2017 11 23 5,MS,4,7,1,0,0,0,0,0
423,2017 05 10 7,MS,8,7,0,0,0,0,0,1
424,2017 11 28 7,MS,3,7,1,0,0,0,0,0
425,2015 03 27 4,MS,2,7,1,1,0,0,0,0
426,2017 12 01 4,MS,4,5,0,0,1,0,0,0
427,2015 03 24 2,MS,3,5,0,1,0,0,0,0
428,2015 05 27 7,MS,4,6,1,0,0,0,0,0
429,2017 06 01 2,MS,6,6,0,0,0,0,0,0
430,2017 09 22 8,MS,4,6,0,0,0,0,0,0
431,2017 10 20 1,MS,3,7,1,0,0,0,0,0
432,2017 05 05 9,MS,3,8,1,0,0,0,0,0
433,2017 05 02 6,MS,6,6,0,0,0,0,0,0
434,2017 11 07 8,P-O R. B.,3,7,0,0,0,0,0,0
435,2017 12 01 2,P-O R. B.,2,6,0,1,0,0,0,0
436,2017 05 10 0,P-O R. B.,6,8,0,0,0,0,0,1
437,2017 04 12 0,P-O R. B.,5,7,0,0,0,0,0,0
438,2017 02 21 8,P-O R. B.,3,6,0,0,0,0,0,0
439,2016 11 04 6,P-O R. B.,4,6,0,0,0,0,0,0
440,2016 06 02 8,P-O R. B.,5,4,0,0,0,0,0,0
441,2016 05 12 6,P-O R. B.,7,3,1,0,0,0,0,0
443,2016 01 25 9,P-O R. B.,10,7,0,0,0,0,0,1
444,2015 03 09 8,P-O R. B.,3,6,1,0,0,0,0,0
445,2015 05 12 9,P-O R. B.,5,5,0,0,0,0,0,0
446,2017 11 02 3,P-O R. B.,2,6,1,1,0,0,0,0
447,2017 12 08 6,P-O R. B.,5,5,0,0,0,0,0,0
448,2017 12 08 6,P-O R. B.,5,5,0,0,0,0,0,0
449,2017 04 12 3,P-O R. B.,4,5,0,0,0,0,0,0
450,2017 11 07 4,P-O R. B.,3,7,0,1,0,0,0,0
451,2017 12 05 8,P-O R. B.,4,7,1,0,0,0,0,0
452,2015 02 17 0,P-O R. B.,4,4,0,0,0,0,0,0
453,2017 11 20 7,P-O R. B.,2,7,1,1,0,0,0,0
454,2017 11 02 5,P-O R. B.,3,7,1,1,0,0,0,0
455,2015 04 29 9,P-O R. B.,4,6,0,1,0,0,0,0
456,2017 05 18 5,P-O R. B.,7,6,0,0,0,0,0,0
457,2017 06 01 2,P-O R. B.,3,6,0,1,0,0,0,0
458,2017 10 17 3,P-O R. B.,3,7,1,0,0,0,0,0
459,2017 10 05 1,P-O R. B.,3,6,1,0,0,0,0,0
460,2017 10 25 0,P-O R. B.,2,6,1,1,0,0,0,0
461,2017 10 20 0,P-O R. B.,4,6,0,0,0,0,0,0
462,2017 06 01 6,P-O R. B.,6,4,0,0,0,0,0,0
463,2017 06 13 4,P-O R. B.,5,4,0,0,0,0,0,0
464,2017 02 10 5,P-O R. B.,5,5,0,0,0,0,0,0
465,2016 12 12 6,P-O R. B.,2,7,1,1,0,0,0,0
466,2016 09 28 7,P-O R. B.,6,3,0,1,0,0,0,0
467,2016 10 18 7,P-O R. B.,4,3,0,0,0,0,1,0
468,2016 04 11 3,P-O R. B.,2,5,0,1,0,0,1,0
469,2016 02 26 4,P-O R. B.,3,6,1,0,0,0,0,0
470,2015 05 15 7,P-O R. B.,7,5,0,0,0,0,0,0
471,2015 03 12 6,P-O R. B.,1,9,1,0,0,0,0,0
472,2017 12 13 5,P-O R. B.,3,6,0,1,0,0,0,0
473,2017 12 05 6,P-O R. B.,0,10,1,0,0,0,0,0
474,2017 04 07 7,P-O R. B.,3,6,1,0,0,0,0,0
475,2017 12 13 2,P-O R. B.,3,7,1,0,0,0,0,0
476,2015 05 15 5,P-O R. B.,2,7,0,1,0,0,0,0
477,2017 12 01 2,P-O R. B.,2,6,0,1,0,0,0,0
478,2017 12 01 0,P-O R. B.,2,7,0,1,1,0,0,0
479,2017 12 13 5,P-O R. B.,3,7,0,1,0,0,0,0
480,2017 10 02 2,P-O R. B.,3,5,0,0,0,0,1,0
482,2017 05 18 4,P-O R. B.,3,5,0,0,0,0,0,0
483,2017 06 13 5,P-O R. B.,3,6,0,0,0,0,0,0
484,2017 10 02 2,P-O R. B.,3,5,0,0,0,0,1,0
485,2017 05 05 0,P-O R. B.,2,5,0,0,0,0,0,0
486,2017 10 30 5,MS,4,7,1,0,0,0,0,0
487,2017 12 01 1,MS,4,6,1,1,0,0,0,0
488,2017 06 06 0,MS,5,6,0,0,0,0,0,0
489,2017 06 09 3,MS,6,2,0,0,0,0,0,0
490,2017 01 30 9,MS,4,5,0,0,0,0,0,0
491,2016 11 24 2,MS,3,6,1,0,0,0,0,0
492,2016 10 06 5,MS,6,3,1,0,0,0,0,0
493,2016 06 07 4,MS,6,5,0,0,0,0,0,0
494,2016 04 14 9,MS,3,8,1,0,0,0,0,0
495,2015 06 04 1,MS,3,5,0,0,0,0,0,0
496,2015 02 05 4,MS,4,6,1,0,0,0,0,0
497,2015 05 15 9,MS,5,4,0,0,0,0,0,0
498,2017 05 18 0,MS,5,6,0,0,0,0,0,0
499,2017 12 13 7,MS,2,8,0,1,0,0,0,0
500,2017 04 12 4,MS,4,7,0,1,0,0,0,0
501,2017 03 23 4,MS,3,8,1,0,0,0,0,0
502,2017 12 05 0,MS,4,7,1,1,0,0,0,0
503,2017 11 02 0,MS,5,6,0,0,0,0,0,0
504,2015 02 20 3,MS,3,6,1,0,0,0,0,0
505,2017 12 08 5,MS,5,5,0,0,0,0,0,0
506,2015 05 12 3,MS,5,5,0,0,0,0,0,0
507,2017 09 22 0,MS,4,6,1,0,0,0,0,0
508,2017 10 02 5,MS,5,7,0,0,0,0,0,0
509,2017 06 20 6,MS,3,7,1,0,0,0,0,0
510,2017 05 02 4,MS,5,6,0,0,0,0,0,0
511,2017 04 07 0,MS,5,5,0,0,0,0,0,0
512,2017 09 27 3,P-O R. B.,5,5,0,0,0,0,1,0
513,2017 10 02 2,P-O R. B.,3,5,0,0,0,0,0,0
514,2017 05 05 3,P-O R. B.,5,7,0,0,0,0,0,0
515,2017 03 20 2,P-O R. B.,6,3,0,0,0,0,0,0
516,2016 11 16 5,P-O R. B.,4,5,0,0,0,0,0,0
517,2016 11 29 6,P-O R. B.,3,5,0,0,0,0,1,0
518,2016 05 12 9,P-O R. B.,5,6,0,0,0,0,0,0
519,2016 09 19 0,P-O R. B.,5,3,0,1,0,0,0,0
520,2016 01 28 9,P-O R. B.,3,6,0,1,0,0,0,0
521,2016 01 25 7,P-O R. B.,5,5,0,0,0,0,0,0
522,2015 06 01 4,P-O R. B.,2,6,1,0,0,0,0,0
523,2015 02 17 4,P-O R. B.,3,5,0,1,0,0,0,0
524,2017 12 13 0,P-O R. B.,1,8,1,1,0,0,0,0
525,2017 11 28 1,P-O R. B.,5,5,0,0,0,0,0,0
526,2017 12 13 6,P-O R. B.,4,6,1,0,0,0,0,0
527,2017 11 07 9,P-O R. B.,2,8,1,1,0,0,0,0
528,2015 03 27 3,P-O R. B.,3,7,1,1,0,0,0,0
529,2015 03 27 4,P-O R. B.,2,7,1,1,0,0,0,0
530,2017 11 20 9,P-O R. B.,3,6,0,1,0,0,0,0
531,2017 11 07 2,P-O R. B.,2,7,1,1,0,0,0,0
532,2015 05 15 6,P-O R. B.,3,5,0,0,0,0,0,0
533,2017 10 05 6,P-O R. B.,4,6,1,0,0,0,0,0
534,2017 05 15 0,P-O R. B.,6,5,0,0,0,0,0,0
535,2017 09 22 5,P-O R. B.,5,4,0,0,0,0,0,0
536,2017 05 02 4,P-O R. B.,4,6,0,0,0,0,0,0
537,2017 04 07 7,P-O R. B.,3,6,1,1,0,0,0,0
538,2017 12 05 6,MS,1,9,1,0,0,0,0,0
