Order,Video,Coder,Sentiment,Activation,Anger,Disgust,Fear,Surprise,Sadness,Happiness
539,2017 12 01 0,MS,4,6,0,0,1,0,0,0
540,2017 03 23 8,MS,6,5,0,0,0,0,0,0
541,2017 06 09 8,MS,5,5,0,0,0,0,0,0
542,2016 11 29 7,MS,3,8,0,1,0,0,0,0
543,2016 12 12 7,MS,5,6,0,0,0,0,0,0
544,2016 06 02 2,MS,5,6,1,0,0,0,0,0
545,2016 04 22 1,MS,7,6,0,0,1,0,0,0
546,2016 02 05 8,MS,5,6,0,0,0,0,0,0
547,2016 01 28 1,MS,4,7,0,0,0,0,0,0
548,2015 02 17 2,MS,4,6,0,0,0,0,0,0
549,2015 04 29 8,MS,3,7,1,0,1,0,0,0
550,2017 09 19 7,MS,6,6,1,0,0,0,0,0
551,2017 11 28 7,MS,3,7,1,0,0,0,0,0
552,2017 12 13 3,MS,2,9,1,1,1,0,0,0
553,2017 04 12 4,MS,3,7,1,1,0,0,0,0
554,2017 12 01 8,MS,6,5,0,0,0,0,0,0
555,2015 05 12 9,MS,5,6,0,0,1,0,0,0
556,2017 12 13 6,MS,6,5,0,0,0,0,0,0
557,2017 11 07 3,MS,6,7,1,0,0,0,0,0
558,2015 04 29 7,MS,3,7,0,0,0,0,0,0
559,2017 10 02 5,MS,4,7,0,0,0,0,0,0
560,2017 06 13 6,MS,4,5,0,0,0,0,0,0
561,2017 06 06 6,MS,6,6,0,0,0,0,0,0
562,2017 10 05 4,MS,5,6,0,0,0,0,0,0
563,2017 04 12 4,MS,3,7,1,1,0,0,0,0
564,2017 10 20 7,P-O R. B.,5,6,0,0,0,0,0,0
565,2017 11 02 0,P-O R. B.,3,6,0,1,0,0,0,0
566,2017 05 18 0,P-O R. B.,5,7,0,0,0,0,0,0
567,2017 05 05 0,P-O R. B.,5,3,1,0,0,0,0,0
568,2016 10 21 9,P-O R. B.,5,5,0,0,0,0,0,0
569,2016 11 29 1,P-O R. B.,2,6,0,1,0,0,0,0
570,2016 06 15 1,P-O R. B.,6,3,0,0,0,0,0,0
571,2016 05 09 2,P-O R. B.,6,3,1,0,0,0,1,0
572,2015 12 09 2,P-O R. B.,3,6,0,1,0,0,0,0
573,2015 12 09 1,P-O R. B.,2,7,1,0,0,0,1,0
574,2015 04 01 5,P-O R. B.,2,7,1,1,0,0,0,0
575,2015 03 27 8,P-O R. B.,5,6,0,0,0,0,0,1
576,2017 11 02 0,P-O R. B.,3,5,0,1,0,0,0,0
577,2017 11 07 3,P-O R. B.,3,7,1,0,0,0,0,0
578,2017 11 23 5,P-O R. B.,3,7,0,0,0,0,0,0
579,2017 03 23 1,P-O R. B.,4,5,1,0,1,0,0,0
580,2015 04 24 9,P-O R. B.,5,5,0,0,0,0,0,0
581,2017 12 01 9,P-O R. B.,3,5,0,0,0,0,0,0
582,2017 11 02 1,P-O R. B.,2,6,1,0,0,0,0,0
583,2017 12 08 9,P-O R. B.,6,6,0,0,0,0,1,0
584,2017 10 20 5,P-O R. B.,8,5,0,0,0,0,0,0
585,2017 09 27 2,P-O R. B.,4,6,0,0,0,0,0,0
586,2017 06 13 9,P-O R. B.,7,5,0,0,1,1,0,0
587,2017 09 22 3,P-O R. B.,3,5,0,0,0,0,1,0
588,2017 05 05 1,P-O R. B.,3,7,1,1,0,0,0,0
589,2017 10 30 3,P-O R. B.,5,6,0,0,0,0,0,0
590,2017 09 27 4,MS,3,7,0,1,0,0,0,0
591,2017 11 02 4,MS,3,6,0,0,0,0,0,0
592,2017 03 23 1,MS,6,5,0,0,0,0,0,0
593,2017 03 20 7,MS,5,6,0,0,0,0,0,0
594,2017 02 15 4,MS,5,6,0,0,1,0,0,0
595,2017 02 15 8,MS,5,5,0,0,0,0,0,0
596,2016 04 19 5,MS,5,5,0,0,0,0,0,0
597,2016 06 07 6,MS,6,6,0,0,0,0,0,0
598,2015 06 04 1,MS,3,5,0,0,0,0,0,0
599,2016 04 11 4,MS,3,7,1,0,0,0,0,0
600,2015 05 27 8,MS,5,5,0,0,0,0,0,0
601,2015 04 24 9,MS,6,6,1,1,0,0,0,0
602,2017 11 07 8,MS,5,6,0,0,0,0,0,0
603,2017 11 23 5,MS,4,6,0,0,0,0,0,0
604,2017 12 05 5,MS,6,5,0,0,0,0,0,0
605,2017 12 05 0,MS,3,7,0,1,0,0,0,0
606,2015 05 12 7,MS,2,8,1,0,0,0,0,0
607,2017 12 01 1,MS,4,7,0,1,0,0,0,0
608,2015 02 20 1,MS,3,7,1,0,0,0,0,0
609,2015 03 09 2,MS,4,7,0,0,0,0,0,1
610,2015 04 29 5,MS,4,6,0,0,0,0,0,0
611,2017 09 22 4,MS,3,7,1,0,0,0,0,0
612,2017 09 22 5,MS,5,5,0,0,1,0,0,0
613,2017 09 27 0,MS,7,7,0,0,0,0,0,1
614,2017 02 24 3,MS,8,6,0,0,0,0,0,0
615,2017 05 05 8,MS,2,6,0,1,0,0,0,0
616,2017 11 28 0,P-O R. B.,1,10,1,0,0,0,0,0
617,2017 10 25 5,P-O R. B.,3,6,0,1,0,0,0,0
618,2017 03 08 2,P-O R. B.,6,3,1,0,0,0,0,0
619,2017 09 19 6,P-O R. B.,6,4,0,0,1,0,0,0
620,2017 01 30 0,P-O R. B.,7,5,0,0,0,0,0,0
621,2017 02 02 3,P-O R. B.,10,5,0,0,0,0,0,1
622,2016 10 03 6,P-O R. B.,6,4,0,0,0,0,0,0
623,2016 05 20 6,P-O R. B.,5,3,0,0,0,0,0,0
624,2015 06 04 8,P-O R. B.,2,7,1,0,0,0,0,0
625,2016 02 05 9,P-O R. B.,3,7,1,1,1,0,0,0
626,2015 04 29 4,P-O R. B.,5,5,0,0,0,0,0,0
627,2015 05 27 6,P-O R. B.,3,5,0,1,0,0,0,0
628,2017 06 20 5,P-O R. B.,3,7,1,0,0,0,0,0
629,2017 06 20 1,P-O R. B.,3,6,1,0,0,0,0,0
630,2017 03 23 5,P-O R. B.,4,5,0,0,0,0,0,0
631,2017 05 02 7,P-O R. B.,4,6,0,0,0,0,0,0
632,2017 11 07 8,P-O R. B.,4,6,0,0,0,0,0,0
633,2015 04 29 2,P-O R. B.,7,6,0,0,0,0,0,1
634,2017 11 07 1,P-O R. B.,4,7,0,0,0,0,0,0
635,2017 11 07 6,P-O R. B.,3,7,1,1,0,0,0,0
636,2015 05 12 1,P-O R. B.,6,5,0,0,0,0,0,0
637,2017 10 05 0,P-O R. B.,3,7,1,0,0,0,0,0
638,2017 05 18 3,P-O R. B.,5,6,0,0,0,0,0,0
639,2017 06 06 1,P-O R. B.,3,8,1,0,0,0,0,0
640,2017 04 12 4,P-O R. B.,3,7,0,1,0,0,0,0
641,2017 04 07 3,P-O R. B.,4,5,0,1,0,0,0,0
642,2017 12 01 5,P-O R. B.,6,5,0,0,0,0,0,0
643,2017 10 30 4,P-O R. B.,4,5,0,0,0,0,0,0
644,2017 06 09 5,P-O R. B.,5,4,0,0,0,0,0,0
645,2017 03 08 3,P-O R. B.,6,4,1,0,0,0,0,0
646,2017 02 07 1,P-O R. B.,4,6,1,0,0,0,0,0
647,2016 12 02 2,P-O R. B.,3,6,1,0,0,0,0,0
648,2016 09 19 7,P-O R. B.,6,4,0,0,0,0,0,0
649,2016 06 10 9,P-O R. B.,0,5,0,0,0,0,0,0
650,2016 04 14 3,P-O R. B.,3,6,0,1,0,0,0,0
651,2016 04 11 4,P-O R. B.,2,7,1,0,0,0,0,0
652,2015 02 25 0,P-O R. B.,5,6,0,0,0,0,0,0
653,2015 03 24 8,P-O R. B.,1,5,0,0,0,0,1,0
654,2017 06 20 3,P-O R. B.,4,6,1,0,0,0,0,0
655,2017 06 06 9,P-O R. B.,4,6,1,0,0,0,0,0
656,2017 04 12 6,P-O R. B.,5,6,0,0,0,0,0,0
657,2017 04 07 4,P-O R. B.,3,5,0,0,1,0,1,0
658,2015 04 29 2,P-O R. B.,7,6,0,0,0,0,0,1
659,2017 12 01 0,P-O R. B.,3,6,0,1,1,0,0,0
660,2015 03 12 9,P-O R. B.,5,2,0,0,1,0,0,0
661,2015 03 09 9,P-O R. B.,4,5,0,0,0,0,1,0
662,2017 10 20 6,P-O R. B.,5,6,0,0,0,0,0,0
663,2015 05 12 6,P-O R. B.,5,5,0,0,0,0,0,0
664,2017 11 02 5,P-O R. B.,3,7,1,0,0,0,0,0
665,2017 06 20 8,P-O R. B.,3,6,0,0,0,0,0,0
666,2017 10 30 4,P-O R. B.,4,6,0,0,0,0,0,0
667,2017 10 20 2,P-O R. B.,5,6,0,0,0,0,0,0
668,2017 11 02 2,P-O R. B.,1,9,1,1,0,0,0,0
669,2017 09 27 7,P-O R. B.,3,7,1,0,0,0,0,0
670,2017 04 07 7,P-O R. B.,6,4,1,1,0,0,0,0
671,2017 06 01 9,P-O R. B.,8,4,0,0,0,0,0,0
673,2017 02 21 7,P-O R. B.,4,7,0,0,0,0,0,0
674,2016 05 20 1,P-O R. B.,6,4,0,1,0,0,0,0
675,2016 04 19 0,P-O R. B.,6,4,0,0,0,0,0,0
676,2016 02 23 5,P-O R. B.,3,7,1,0,0,0,0,0
677,2016 02 02 0,P-O R. B.,6,6,0,0,0,0,0,0
678,2015 03 09 5,P-O R. B.,4,5,0,0,0,0,0,0
679,2015 03 09 4,P-O R. B.,3,6,0,0,0,0,1,0
680,2017 11 28 8,P-O R. B.,6,6,0,0,0,0,0,0
681,2017 06 06 3,P-O R. B.,5,5,0,0,0,0,0,0
682,2017 03 23 9,P-O R. B.,3,6,0,1,0,0,0,0
683,2017 11 02 4,P-O R. B.,3,6,0,1,0,0,0,0
684,2015 04 01 5,P-O R. B.,2,7,1,0,0,0,0,0
685,2017 12 08 3,P-O R. B.,4,5,0,0,0,0,0,0
686,2017 12 01 3,P-O R. B.,3,6,0,1,0,0,0,0
687,2015 02 20 9,P-O R. B.,4,6,0,0,1,0,0,0
688,2017 10 30 9,P-O R. B.,3,7,1,0,0,0,0,0
689,2015 05 15 4,P-O R. B.,4,5,0,1,0,0,0,0
690,2017 10 30 0,P-O R. B.,4,6,0,1,0,0,0,0
691,2017 11 02 7,P-O R. B.,0,10,1,1,0,0,0,0
692,2017 11 02 8,P-O R. B.,5,5,0,0,0,0,0,0
693,2017 04 12 8,P-O R. B.,4,5,0,1,0,0,0,0
694,2017 11 07 2,MS,4,7,1,0,0,0,0,0
695,2017 10 20 1,MS,2,6,0,1,0,0,0,0
696,2017 04 12 3,MS,5,4,0,0,0,0,0,0
697,2017 06 13 1,MS,6,4,1,0,0,0,0,0
698,2016 10 31 6,MS,4,7,0,0,0,0,0,0
699,2016 10 26 2,MS,4,6,0,0,0,0,0,0
700,2016 06 10 4,MS,5,6,0,0,0,0,0,0
701,2016 04 19 2,MS,7,6,0,0,0,0,0,0
702,2016 02 02 1,MS,5,6,0,0,0,0,0,0
703,2016 03 21 9,MS,5,5,0,0,0,0,0,0
704,2015 05 12 8,MS,3,6,0,0,0,0,0,1
705,2015 01 28 9,MS,6,5,0,0,0,0,0,0
706,2017 05 18 5,MS,7,5,0,0,0,0,0,0
707,2017 05 15 2,MS,3,7,0,0,0,0,0,1
708,2017 11 02 2,MS,1,8,1,1,0,0,0,0
709,2017 11 28 7,MS,2,7,1,1,0,0,0,0
710,2015 04 24 9,MS,6,6,1,0,0,0,0,0
711,2017 12 01 7,MS,3,6,0,0,0,0,0,0
712,2015 02 20 2,MS,4,6,0,0,0,0,0,0
713,2015 03 24 5,MS,6,5,0,0,0,0,0,0
714,2015 05 27 2,MS,6,7,1,0,0,0,0,0
715,2017 10 02 9,MS,6,5,0,0,0,0,0,0
716,2017 06 01 9,MS,4,8,1,0,0,0,0,0
717,2017 06 09 4,MS,6,6,1,0,0,0,0,0
718,2017 04 12 4,MS,3,7,1,1,0,0,0,0
719,2017 11 02 7,MS,1,9,1,0,0,0,0,0
720,2017 12 05 9,P-O R. B.,7,5,0,0,0,0,0,0
721,2017 10 05 8,P-O R. B.,6,5,0,0,0,0,0,0
722,2017 06 20 3,P-O R. B.,6,4,0,0,0,0,0,0
723,2017 05 15 4,P-O R. B.,5,4,0,0,0,0,0,0
724,2016 11 24 7,P-O R. B.,5,5,0,0,0,0,0,0
725,2016 11 16 3,P-O R. B.,3,7,0,1,0,0,0,0
726,2016 05 09 6,P-O R. B.,5,7,0,0,0,0,0,0
727,2016 05 20 6,P-O R. B.,6,4,0,0,0,0,0,0
728,2016 03 09 2,P-O R. B.,4,5,0,0,0,0,0,0
729,2016 04 11 5,P-O R. B.,3,6,1,0,0,0,0,0
730,2015 04 01 8,P-O R. B.,4,6,0,0,0,0,0,0
731,2015 04 24 0,P-O R. B.,3,7,0,1,0,0,0,0
732,2017 05 10 4,P-O R. B.,4,5,0,0,0,0,0,0
733,2017 06 13 7,P-O R. B.,4,5,0,0,0,1,0,0
734,2017 03 20 5,P-O R. B.,4,5,0,0,0,0,0,0
735,2017 11 02 4,P-O R. B.,3,6,0,1,0,0,0,0
736,2015 04 29 9,P-O R. B.,3,7,1,0,0,0,0,0
737,2015 03 27 2,P-O R. B.,4,6,0,0,0,0,0,0
738,2017 11 28 1,P-O R. B.,4,5,0,0,0,0,0,0
739,2015 02 20 8,P-O R. B.,4,5,0,0,0,0,0,0
740,2017 10 20 9,P-O R. B.,4,6,0,0,0,0,0,0
741,2015 04 21 1,P-O R. B.,5,5,0,0,0,0,0,0
742,2017 10 02 0,P-O R. B.,5,5,0,0,0,0,0,0
743,2017 11 02 9,P-O R. B.,4,5,0,1,0,0,0,0
744,2017 10 25 7,P-O R. B.,2,6,0,0,0,0,0,0
745,2017 10 25 8,P-O R. B.,7,6,0,0,0,0,0,1
746,2017 10 02 5,P-O R. B.,3,7,1,0,0,0,0,0
747,2017 11 23 8,P-O R. B.,5,5,0,0,0,0,0,0
748,2017 05 02 7,P-O R. B.,6,3,1,0,0,0,0,0
749,2017 04 12 9,P-O R. B.,6,6,0,0,0,0,0,0
750,2016 12 07 4,P-O R. B.,2,8,1,1,0,0,0,0
751,2016 12 12 2,P-O R. B.,3,7,1,1,0,0,0,0
752,2016 05 04 5,P-O R. B.,6,3,1,0,0,0,0,0
753,2016 06 15 3,P-O R. B.,6,3,0,0,0,0,0,0
754,2016 03 21 9,P-O R. B.,4,6,0,0,0,0,0,0
755,2016 03 09 6,P-O R. B.,4,6,0,0,0,0,0,0
756,2015 04 21 6,P-O R. B.,4,6,1,0,0,0,0,0
757,2015 02 05 8,P-O R. B.,3,4,0,0,0,0,1,0
758,2017 12 08 7,P-O R. B.,2,6,0,0,0,0,0,0
759,2017 11 20 0,P-O R. B.,4,7,1,0,0,0,0,0
760,2017 03 08 4,P-O R. B.,4,4,0,0,0,0,0,0
761,2017 11 28 3,P-O R. B.,3,7,1,0,0,0,0,0
762,2015 04 29 2,P-O R. B.,7,6,0,0,0,0,0,1
763,2017 12 01 6,P-O R. B.,3,7,1,0,0,0,0,0
764,2017 11 23 5,P-O R. B.,3,6,0,0,0,0,0,0
765,2015 01 28 2,P-O R. B.,3,8,1,1,0,0,0,0
766,2017 10 20 9,P-O R. B.,4,6,0,0,0,0,0,0
767,2017 09 22 8,P-O R. B.,5,5,0,0,0,0,0,0
768,2017 10 25 3,P-O R. B.,2,8,0,1,0,0,0,0
769,2017 10 02 7,P-O R. B.,4,7,0,0,1,0,0,0
770,2017 10 02 3,P-O R. B.,3,6,0,0,0,0,1,0
771,2017 04 07 5,P-O R. B.,5,5,0,0,0,0,0,0
772,2017 11 07 4,P-O R. B.,3,7,0,1,0,0,0,0
773,2017 11 28 1,P-O R. B.,4,5,0,0,0,0,0,0
774,2017 06 01 3,P-O R. B.,7,3,1,0,0,0,0,0
775,2017 05 05 9,P-O R. B.,8,2,1,1,0,0,0,0
776,2016 11 04 2,P-O R. B.,5,6,0,0,0,0,0,0
777,2016 11 04 1,P-O R. B.,3,6,1,0,0,0,0,0
778,2016 05 09 1,P-O R. B.,6,3,1,1,0,0,0,0
779,2016 06 02 1,P-O R. B.,6,5,0,0,0,0,0,0
780,2016 01 25 2,P-O R. B.,4,6,1,0,0,0,0,0
781,2016 02 23 1,P-O R. B.,3,7,1,0,0,0,0,0
782,2015 03 24 6,P-O R. B.,4,6,0,0,0,0,0,0
783,2015 04 21 5,P-O R. B.,3,6,0,0,0,1,0,0
784,2017 12 05 6,P-O R. B.,1,9,1,0,0,0,0,0
785,2017 09 19 7,P-O R. B.,5,6,0,0,0,1,0,0
786,2017 03 20 8,P-O R. B.,5,6,0,0,0,0,0,0
787,2017 11 20 4,P-O R. B.,4,6,0,0,0,0,0,0
788,2015 04 01 8,P-O R. B.,4,6,0,0,0,0,0,0
789,2015 05 27 8,P-O R. B.,5,5,0,0,0,0,0,0
790,2017 12 13 3,P-O R. B.,1,9,1,1,0,0,0,0
791,2017 11 28 9,P-O R. B.,6,6,0,0,0,0,0,0
792,2015 04 24 9,P-O R. B.,4,5,0,0,1,0,0,0
793,2015 04 01 9,P-O R. B.,4,5,1,0,0,0,0,0
794,2017 10 17 1,P-O R. B.,6,5,0,0,0,0,0,0
795,2017 06 01 0,P-O R. B.,4,6,0,1,0,0,0,0
796,2017 10 30 6,P-O R. B.,3,7,1,0,0,0,0,0
797,2017 04 12 0,P-O R. B.,7,5,0,0,0,0,0,1
798,2017 10 30 9,P-O R. B.,3,6,1,0,0,0,0,0
799,2017 10 20 3,P-O R. B.,4,6,0,0,0,0,0,0
800,2017 03 23 5,P-O R. B.,5,5,0,0,0,0,0,0
801,2017 05 02 9,P-O R. B.,6,4,0,0,0,0,0,0
802,2016 11 21 6,P-O R. B.,5,6,0,0,0,0,0,0
803,2017 01 30 5,P-O R. B.,3,6,0,0,0,0,1,0
804,2016 09 23 9,P-O R. B.,5,5,0,0,1,0,0,0
805,2016 04 19 3,P-O R. B.,6,5,0,0,0,0,0,0
806,2015 12 07 1,P-O R. B.,3,7,1,0,0,0,0,0
807,2016 02 02 4,P-O R. B.,4,6,0,0,0,0,1,0
808,2015 02 17 1,P-O R. B.,7,4,0,0,0,0,0,0
809,2015 04 24 1,P-O R. B.,5,6,0,0,0,0,0,0
810,2017 06 09 9,P-O R. B.,5,5,0,0,0,0,0,0
812,2017 05 05 1,P-O R. B.,3,7,1,0,0,0,0,0
813,2017 12 1 5,P-O R. B.,5,5,0,0,0,0,0,0
814,2017 11 07 0,P-O R. B.,2,7,1,0,0,0,0,0
815,2017 11 28 8,P-O R. B.,5,6,0,0,0,0,0,0
816,2017 11 20 5,P-O R. B.,4,7,0,0,0,0,0,0
817,2017 11 20 3,P-O R. B.,3,7,1,1,0,0,0,0
818,2015 05 27 1,P-O R. B.,4,6,0,0,0,0,0,0
819,2015 04 24 3,P-O R. B.,3,5,0,0,0,0,1,0
820,2017 09 27 3,P-O R. B.,5,6,0,0,0,0,0,0
821,2017 05 15 1,P-O R. B.,5,6,0,0,0,0,0,0
822,2017 03 08 0,P-O R. B.,4,6,0,0,0,0,0,0
823,2017 02 24 9,P-O R. B.,7,5,0,0,0,0,0,0
824,2017 11 07 6,P-O R. B.,3,6,1,1,0,0,0,0
825,2017 11 28 5,P-O R. B.,4,6,0,0,0,0,0,0
826,2017 05 15 4,P-O R. B.,5,5,0,0,0,0,0,0
827,2017 06 09 0,P-O R. B.,7,4,0,0,0,0,0,0
828,2017 02 07 4,P-O R. B.,4,6,0,1,0,0,0,0
830,2016 10 03 9,P-O R. B.,6,4,0,0,0,0,0,0
831,2016 09 19 3,P-O R. B.,5,5,0,0,0,0,0,0
832,2015 12 07 1,P-O R. B.,3,7,1,0,0,0,0,0
833,2016 02 05 5,P-O R. B.,4,5,0,0,0,0,0,0
834,2015 05 27 9,P-O R. B.,4,6,0,1,0,0,0,0
835,2015 03 24 9,P-O R. B.,4,6,0,0,0,0,0,0
836,2017 11 23 5,P-O R. B.,4,6,0,0,0,0,0,0
837,2017 09 19 9,P-O R. B.,4,6,0,0,0,0,0,0
838,2017 05 05 3,P-O R. B.,7,5,0,0,0,0,0,0
839,2017 03 23 5,P-O R. B.,5,5,0,0,0,0,0,0
840,2015 04 29 7,P-O R. B.,3,7,0,0,0,0,0,0
841,2015 05 15 9,P-O R. B.,5,2,0,0,0,0,0,0
842,2017 12 08 8,P-O R. B.,5,4,0,0,0,0,0,0
843,2017 12 01 8,P-O R. B.,5,4,0,0,0,0,0,0
844,2015 05 15 5,P-O R. B.,3,7,0,1,0,0,0,0
845,2015 03 27 1,P-O R. B.,4,5,0,0,0,0,0,0
846,2017 09 27 1,P-O R. B.,4,7,0,0,0,0,0,0
847,2017 06 13 6,P-O R. B.,3,5,0,1,0,0,0,0
848,2017 03 08 0,P-O R. B.,4,6,0,0,0,0,0,0
849,2017 10 20 8,P-O R. B.,4,6,0,0,0,0,0,0
850,2017 11 28 9,P-O R. B.,5,6,0,0,0,0,0,0
851,2017 11 20 9,P-O R. B.,4,5,1,0,0,0,0,0
852,2017 04 12 1,P-O R. B.,5,4,0,0,0,0,0,0
853,2017 05 05 9,P-O R. B.,8,3,1,1,0,0,0,0
854,2016 10 26 1,P-O R. B.,3,7,0,0,0,0,0,0
855,2016 11 21 5,P-O R. B.,3,7,1,0,0,0,0,0
856,2016 05 09 0,P-O R. B.,5,5,0,0,0,0,1,0
857,2016 06 07 0,P-O R. B.,6,4,0,1,0,0,0,0
858,2016 01 25 6,P-O R. B.,5,5,0,0,0,0,0,0
859,2016 02 02 6,P-O R. B.,5,5,0,0,0,0,0,0
860,2015 02 05 8,P-O R. B.,4,5,0,0,0,0,1,0
861,2015 02 20 7,P-O R. B.,4,6,0,0,0,0,0,0
862,2017 11 23 0,P-O R. B.,3,7,1,1,0,0,0,0
863,2017 06 06 7,P-O R. B.,3,7,1,0,0,0,0,0
864,2017 05 05 9,P-O R. B.,2,8,1,1,0,0,0,0
865,2017 05 02 9,P-O R. B.,3,6,0,0,0,0,0,0
866,2015 05 27 3,P-O R. B.,2,7,0,1,0,0,0,0
867,2017 12 08 9,P-O R. B.,4,5,0,0,0,0,1,0
868,2015 02 17 8,P-O R. B.,4,6,0,0,0,0,0,0
869,2015 03 24 3,P-O R. B.,5,6,0,0,0,0,0,0
870,2017 09 22 0,P-O R. B.,4,7,0,0,1,0,0,0
871,2017 11 02 5,P-O R. B.,3,7,1,1,0,0,0,0
872,2017 10 05 7,P-O R. B.,5,6,0,0,0,0,0,0
873,2017 06 09 4,P-O R. B.,4,6,0,0,0,0,0,0
874,2017 10 02 2,P-O R. B.,4,6,0,0,0,0,1,0
875,2017 10 25 1,P-O R. B.,2,8,1,1,0,0,0,0
876,2017 11 20 1,P-O R. B.,5,6,0,0,0,0,0,0
877,2017 09 27 5,P-O R. B.,4,6,0,0,0,0,0,0
878,2017 06 13 2,P-O R. B.,6,5,0,0,0,0,0,0
879,2017 03 20 6,P-O R. B.,6,4,0,0,0,0,0,0
880,2017 02 21 9,P-O R. B.,4,6,0,0,0,0,0,0
881,2016 11 24 9,P-O R. B.,4,6,0,0,0,0,0,0
882,2016 06 15 0,P-O R. B.,6,3,0,1,0,0,0,0
883,2016 05 12 0,P-O R. B.,6,4,1,0,0,0,0,0
884,2016 03 09 7,P-O R. B.,4,6,0,0,1,0,0,0
885,2015 06 12 1,P-O R. B.,5,5,0,0,0,0,0,0
886,2015 06 01 9,P-O R. B.,5,6,0,0,0,0,1,0
887,2015 01 28 3,P-O R. B.,3,4,0,0,0,0,0,0
888,2017 06 01 1,P-O R. B.,4,6,0,0,0,0,0,0
889,2017 12 13 2,P-O R. B.,3,7,1,0,0,0,0,0
890,2017 02 24 1,P-O R. B.,7,5,0,0,0,0,0,0
891,2017 12 05 8,P-O R. B.,4,7,1,0,0,0,0,0
892,2015 04 01 5,P-O R. B.,3,7,0,0,0,0,0,0
893,2017 11 07 2,P-O R. B.,3,7,1,1,0,0,0,0
894,2015 03 27 5,P-O R. B.,3,6,0,0,0,0,0,0
895,2017 12 08 3,P-O R. B.,4,6,0,1,0,0,0,0
896,2017 10 17 3,P-O R. B.,3,7,1,0,0,0,0,0
897,2015 04 01 9,P-O R. B.,4,6,0,1,0,0,0,0
898,2017 06 13 1,P-O R. B.,3,7,1,1,0,0,0,0
899,2017 09 27 0,P-O R. B.,4,7,1,0,0,0,0,0
900,2017 04 12 2,P-O R. B.,7,6,0,0,0,0,0,1
901,2017 10 17 1,P-O R. B.,6,5,0,0,0,0,0,0
902,2017 10 20 4,P-O R. B.,5,6,0,0,0,0,0,0
903,2017 12 01 7,P-O R. B.,3,6,1,0,0,0,1,0
904,2017 03 20 9,P-O R. B.,5,5,0,0,0,0,0,0
905,2017 06 01 8,P-O R. B.,5,4,0,1,0,0,0,0
906,2016 11 21 7,P-O R. B.,4,6,1,0,0,0,0,0
907,2016 12 07 9,P-O R. B.,2,6,0,0,0,0,1,0
908,2016 09 23 6,P-O R. B.,5,4,0,0,0,0,0,0
909,2016 09 28 1,P-O R. B.,6,5,0,0,0,0,0,0
910,2016 03 09 2,P-O R. B.,4,5,0,1,0,0,0,0
911,2016 02 05 2,P-O R. B.,4,5,0,0,0,0,0,0
912,2015 03 12 7,P-O R. B.,3,7,0,1,0,0,0,0
913,2015 03 24 5,P-O R. B.,5,5,0,0,0,0,0,0
914,2017 06 13 3,P-O R. B.,5,6,0,0,0,0,0,0
915,2017 11 23 7,P-O R. B.,4,6,0,0,0,0,0,0
916,2017 11 28 6,P-O R. B.,3,6,0,0,0,0,0,0
917,2017 03 20 4,P-O R. B.,5,6,0,0,0,0,0,0
918,2015 06 01 7,P-O R. B.,4,6,0,0,0,0,0,0
919,2017 12 08 0,P-O R. B.,5,6,0,0,0,0,0,0
920,2017 11 07 5,P-O R. B.,3,7,1,0,0,0,0,0
921,2015 02 05 7,P-O R. B.,4,6,0,0,0,0,1,0
922,2017 09 27 4,P-O R. B.,3,6,0,1,0,0,0,0
923,2017 09 22 8,P-O R. B.,5,5,0,0,0,0,0,0
924,2017 05 15 2,P-O R. B.,3,7,0,1,0,0,0,0
925,2017 05 18 0,P-O R. B.,5,5,0,0,0,0,0,0
926,2017 05 05 9,P-O R. B.,2,7,1,1,0,0,0,0
927,2017 10 20 3,P-O R. B.,4,6,0,0,0,0,0,0
928,2017 11 02 7,P-O R. B.,0,10,1,1,0,0,0,0
929,2017 10 25 2,P-O R. B.,3,7,0,1,0,0,0,0
930,2017 09 19 9,P-O R. B.,6,4,0,0,0,0,0,0
931,2017 05 15 7,P-O R. B.,6,4,1,0,0,0,0,0
932,2017 01 30 6,P-O R. B.,4,6,0,0,0,0,0,0
933,2017 02 02 2,P-O R. B.,3,8,1,1,0,0,0,0
934,2016 09 23 1,P-O R. B.,6,4,0,0,1,0,0,0
935,2016 09 19 7,P-O R. B.,6,4,0,0,1,0,0,0
936,2016 02 05 9,P-O R. B.,3,7,1,0,1,0,0,0
937,2015 06 04 1,P-O R. B.,3,5,0,0,0,0,1,0
938,2015 03 27 9,P-O R. B.,5,5,0,0,1,0,0,0
939,2015 02 05 5,P-O R. B.,4,6,0,1,0,0,0,0
940,2017 11 23 9,P-O R. B.,4,6,0,0,0,0,0,0
941,2017 05 10 1,P-O R. B.,4,6,0,1,0,0,0,0
942,2017 12 05 0,P-O R. B.,3,6,1,1,0,0,0,0
943,2017 03 08 9,P-O R. B.,4,6,0,0,0,0,1,0
944,2017 11 20 6,P-O R. B.,3,6,0,0,0,0,0,0
945,2017 11 07 1,P-O R. B.,3,7,0,1,0,0,0,0
946,2015 01 28 5,P-O R. B.,2,7,1,0,0,0,0,0
947,2015 02 17 3,P-O R. B.,5,4,0,0,0,0,0,0
948,2017 10 02 6,P-O R. B.,4,6,0,1,0,0,0,0
949,2017 10 02 7,P-O R. B.,4,6,0,0,1,0,0,0
950,2017 10 25 8,P-O R. B.,6,6,0,0,0,0,0,1
